artifact_id,family,latent_level_original,canonical_z,j_star,nontrivial,truth_curve,pair_complete,immediate_rows,rts_rows,immediate_fsr,immediate_tr,immediate_separation_gap,immediate_gap_class,immediate_min_passing_margin,immediate_max_failing_margin,immediate_argmin_passing_strictness,immediate_argmax_failing_strictness,immediate_correct_points,immediate_accuracy,immediate_direct_all_nine_correct,immediate_predicted_first_fail,immediate_tce,immediate_cut_enumeration_fsr,immediate_cut_enumeration_tr,immediate_cut_states_enumerated,immediate_cut_witness_state_index,rts_fsr,rts_tr,rts_separation_gap,rts_gap_class,rts_min_passing_margin,rts_max_failing_margin,rts_argmin_passing_strictness,rts_argmax_failing_strictness,rts_correct_points,rts_accuracy,rts_direct_all_nine_correct,rts_predicted_first_fail,rts_tce,rts_cut_enumeration_fsr,rts_cut_enumeration_tr,rts_cut_states_enumerated,rts_cut_witness_state_index,fsr_change,transition
D3T-A-L6-I08,coverage,6,6,7,1,111111100,True,9,9,0,0,0,exact_tie,-26,-26,[0],"[7, 8]",5,0.55555555555555558,0,0,7,0,0,8,,1,1,2.1875009872019291,recoverable,-18.937499672174454,-21.125000659376383,[0],[8],8,0.88888888888888884,0,0,7,1,1,10,2,1,gained_recoverability
D3T-A-L6-I09,coverage,6,6,7,1,111111100,True,9,9,0,0,-28.125,strict_inversion,-23.875,4.25,[0],[7],7,0.77777777777777779,0,0,7,0,0,10,,1,1,32.999999675201252,recoverable,12.374999905237928,-20.624999769963324,[0],[8],9,1,1,7,0,1,1,10,2,1,gained_recoverability
D3T-A-L6-I10,coverage,6,6,7,1,111111100,True,9,9,0,0,-49.125,strict_inversion,-26.5,22.625,[0],[7],6,0.66666666666666663,0,0,7,0,0,10,,1,1,0.18749845540151,recoverable,-20.562500850297511,-20.749999305699021,[0],[7],8,0.88888888888888884,0,0,7,1,1,10,2,1,gained_recoverability
D3T-A-L6-I11,coverage,6,6,7,1,111111100,True,9,9,0,0,-16.625,strict_inversion,-22.875,-6.25,[0],[8],6,0.66666666666666663,0,0,7,0,0,10,,1,1,3.1874994831159711,recoverable,-17.937500864267349,-21.12500034738332,[0],[8],8,0.88888888888888884,0,0,7,1,1,10,2,1,gained_recoverability
D3T-A-L7-I00,coverage,7,7,8,1,111111110,True,9,9,0,0,-46.875,strict_inversion,-26,20.875,[0],[8],7,0.77777777777777779,0,0,8,0,0,9,,1,1,0.50000018160790205,recoverable,-20.374999184161425,-20.874999365769327,[0],[8],8,0.88888888888888884,0,0,8,1,1,10,1,1,gained_recoverability
D3T-A-L7-I01,coverage,7,7,8,1,111111110,True,9,9,0,0,-16.125,strict_inversion,-23.875,-7.75,[0],[8],8,0.88888888888888884,0,0,8,0,0,10,,0,0,-0.93750013364478946,strict_inversion,-23.06249959114939,-22.1249994575046,[0],[8],7,0.77777777777777779,0,0,8,0,0,10,,0,neither_recoverable
D3T-A-L7-I02,coverage,7,7,8,1,111111110,True,9,9,0,0,-21.125,strict_inversion,-26.875,-5.75,[0],[8],7,0.77777777777777779,0,0,8,0,0,10,,0,0,-0.12499937601387501,strict_inversion,-20.250000087544322,-20.125000711530447,[0],[8],8,0.88888888888888884,0,0,8,0,0,10,,0,neither_recoverable
D3T-A-L7-I03,coverage,7,7,8,1,111111110,True,9,9,0,0,-19.875,strict_inversion,-17.625,2.25,[0],[8],7,0.77777777777777779,0,0,8,0,0,10,,0,0,-0.37500133365392685,strict_inversion,-20.000000514090061,-19.624999180436134,[0],[8],8,0.88888888888888884,0,0,8,0,0,10,,0,neither_recoverable
D3T-A-L7-I04,coverage,7,7,8,1,111111110,True,9,9,0,0,-26.375,strict_inversion,-21.875,4.5,[0],[8],7,0.77777777777777779,0,0,8,0,0,10,,0,0,-0.31249958463013172,strict_inversion,-21.062499826774001,-20.750000242143869,[0],[8],8,0.88888888888888884,0,0,8,0,0,10,,0,neither_recoverable
D3T-A-L7-I05,coverage,7,7,8,1,111111110,True,9,9,0,0,-38.875,strict_inversion,-25.375,13.5,[0],[8],7,0.77777777777777779,0,0,8,0,0,9,,0,0,-39.562500401865691,strict_inversion,-20.937500700354576,18.624999701511115,[0],[8],7,0.77777777777777779,0,0,8,0,0,10,,0,neither_recoverable
D3T-A-L7-I06,coverage,7,7,8,1,111111110,True,9,9,0,0,-46.25,strict_inversion,-27.375,18.875,[0],[8],7,0.77777777777777779,0,0,8,0,0,10,,1,1,2.0625005657784641,recoverable,-20.062499979510903,-22.125000545289367,[0],[8],8,0.88888888888888884,0,0,8,1,1,10,1,1,gained_recoverability
D3T-A-L7-I07,coverage,7,7,8,1,111111110,True,9,9,0,0,-26.625,strict_inversion,-23.625,3,[0],[8],7,0.77777777777777779,0,0,8,0,0,10,,1,1,1.0000009250361472,recoverable,-20.812499508261681,-21.812500433297828,[0],[8],8,0.88888888888888884,0,0,8,1,1,10,1,1,gained_recoverability
D3T-A-L7-I08,coverage,7,7,8,1,111111110,True,9,9,0,0,-37.875,strict_inversion,-24.125,13.75,[0],[8],7,0.77777777777777779,0,0,8,0,0,9,,1,1,1.6250004358589649,recoverable,-20.437499433755875,-22.06249986961484,[0],[8],8,0.88888888888888884,0,0,8,1,1,10,1,1,gained_recoverability
D3T-A-L7-I09,coverage,7,7,8,1,111111110,True,9,9,0,0,-6.5,strict_inversion,-25.125,-18.625,[0],[8],4,0.44444444444444442,0,0,8,0,0,10,,1,1,36.562500263564289,recoverable,15.250000121537596,-21.312500142026693,[0],[8],9,1,1,8,0,1,1,10,1,1,gained_recoverability
D3T-A-L7-I10,coverage,7,7,8,1,111111110,True,9,9,0,0,-40.75,strict_inversion,-26.5,14.25,[0],[8],7,0.77777777777777779,0,0,8,0,0,9,,1,1,1.2500016421545297,recoverable,-20.624999117106199,-21.875000759260729,[0],[8],8,0.88888888888888884,0,0,8,1,1,10,1,1,gained_recoverability
D3T-A-L7-I11,coverage,7,7,8,1,111111110,True,9,9,0,0,-30,strict_inversion,-25.25,4.75,[0],[8],7,0.77777777777777779,0,0,8,0,0,9,,0,0,-0.24999999941792339,strict_inversion,-20.499999536667019,-20.249999537249096,[0],[8],8,0.88888888888888884,0,0,8,0,0,10,,0,neither_recoverable
D3T-A-L8-I00,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-27.625,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,1,1,,constant_oracle_recoverable,-20.749999370193109,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,0,both_recoverable
D3T-A-L8-I01,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-29.5,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,1,1,,constant_oracle_recoverable,-22.749999653780833,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,0,both_recoverable
D3T-A-L8-I02,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-25.125,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,1,1,,constant_oracle_recoverable,-18.43750074505806,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,0,both_recoverable
D3T-A-L8-I03,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-20.375,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,1,1,,constant_oracle_recoverable,-19.187500128522515,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,0,both_recoverable
D3T-A-L8-I04,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-26.25,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,1,1,,constant_oracle_recoverable,-21.875000861473382,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,0,both_recoverable
D3T-A-L8-I05,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-25.125,,[0],[],8,0.88888888888888884,0,0,9,1,1,9,0,1,1,,constant_oracle_recoverable,-20.625000907108188,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,0,both_recoverable
D3T-A-L8-I06,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-28,,[0],[],8,0.88888888888888884,0,0,9,1,1,9,0,1,1,,constant_oracle_recoverable,-21.812500463798642,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,0,both_recoverable
D3T-A-L8-I07,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-22,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,1,1,,constant_oracle_recoverable,-22.687500684522092,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,0,both_recoverable
D3T-A-L8-I08,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-24.25,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,1,1,,constant_oracle_recoverable,-20.562499557621777,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,0,both_recoverable
D3T-A-L8-I09,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-18.875,,[0],[],5,0.55555555555555558,0,0,9,1,1,10,0,1,1,,constant_oracle_recoverable,12.249999903142452,,[0],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-A-L8-I10,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-25.875,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,1,1,,constant_oracle_recoverable,-20.562499962747097,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,0,both_recoverable
D3T-A-L8-I11,coverage,8,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,-24.75,,[0],[],4,0.44444444444444442,0,0,9,1,1,10,0,1,1,,constant_oracle_recoverable,-21.374999210238457,,[0],[],8,0.88888888888888884,0,0,9,1,1,10,0,0,both_recoverable
D3T-B-L0-I00,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,13.5,,[0],[],9,1,1,9,0,1,1,9,0,1,1,,constant_oracle_recoverable,19.56249916087836,,[2],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L0-I01,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,9.5,,[0],[],9,1,1,9,0,1,1,10,0,1,1,,constant_oracle_recoverable,19.999999251682311,,[2],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L0-I02,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,11.25,,[0],[],9,1,1,9,0,1,1,10,0,1,1,,constant_oracle_recoverable,20.124999681487679,,[7],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L0-I03,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,12,,[0],[],9,1,1,9,0,1,1,10,0,1,1,,constant_oracle_recoverable,18.875000685453415,,[3],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L0-I04,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,12,,[0],[],9,1,1,9,0,1,1,10,0,1,1,,constant_oracle_recoverable,19.250000516884029,,[0],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L0-I05,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,15.625,,[0],[],9,1,1,9,0,1,1,9,0,1,1,,constant_oracle_recoverable,20.25000087544322,,[1],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L0-I06,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,18.75,,[0],[],9,1,1,9,0,1,1,10,0,1,1,,constant_oracle_recoverable,20.124999230727553,,[5],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L0-I07,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,15.25,,[0],[],9,1,1,9,0,1,1,10,0,1,1,,constant_oracle_recoverable,19.625000801868737,,[6],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L0-I08,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,4.25,,[0],[],9,1,1,9,0,1,1,10,0,1,1,,constant_oracle_recoverable,19.875000150408596,,[3],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L0-I09,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,15,,[0],[],9,1,1,9,0,1,1,10,0,1,1,,constant_oracle_recoverable,20.187499416992068,,[4],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L0-I10,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,18.5,,[0],[],9,1,1,9,0,1,1,9,0,1,1,,constant_oracle_recoverable,20.625000508502126,,[6],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L0-I11,max_violation,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,14.375,,[0],[],9,1,1,9,0,1,1,10,0,1,1,,constant_oracle_recoverable,19.000000357627869,,[0],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-B-L1-I00,max_violation,1,7,8,1,111111110,True,9,9,1,1,9.25,recoverable,-16.375,-25.625,[0],[8],4,0.44444444444444442,0,0,8,1,1,10,1,1,1,44.187498624436557,recoverable,19.999999469146132,-24.187499155290425,[6],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L1-I01,max_violation,1,7,8,1,111111110,True,9,9,1,1,10.25,recoverable,-17,-27.25,[0],[8],7,0.77777777777777779,0,0,8,1,1,10,1,1,1,42.687499680556357,recoverable,20.750000241212547,-21.93749943934381,[6],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L1-I02,max_violation,1,7,8,1,111111110,True,9,9,1,1,11.25,recoverable,-13.875,-25.125,[0],[8],7,0.77777777777777779,0,0,8,1,1,10,1,1,1,41.562501508742571,recoverable,19.687500886619091,-21.87500062212348,[4],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L1-I03,max_violation,1,7,8,1,111111110,True,9,9,1,1,6.25,recoverable,-22.625,-28.875,[0],[8],1,0.1111111111111111,0,0,8,1,1,10,1,1,1,42.000000141561031,recoverable,20.500000267289579,-21.499999874271452,[7],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L1-I04,max_violation,1,7,8,1,111111110,True,9,9,1,1,27.375,recoverable,2.5,-24.875,[0],[8],9,1,1,8,0,1,1,9,1,1,1,44.437499458435923,recoverable,20.99999960558489,-23.437499852851033,[2],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L1-I05,max_violation,1,7,8,1,111111110,True,9,9,1,1,16.5,recoverable,-11.25,-27.75,[7],[8],6,0.66666666666666663,0,0,8,1,1,10,1,1,1,42.750001268228516,recoverable,20.000000799773261,-22.750000468455255,[2],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L1-I06,max_violation,1,7,8,1,111111110,True,9,9,1,1,13.75,recoverable,-13.5,-27.25,[0],[8],6,0.66666666666666663,0,0,8,1,1,10,1,1,1,42.500000721309334,recoverable,19.812500579748303,-22.687500141561031,[6],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L1-I07,max_violation,1,7,8,1,111111110,True,9,9,1,1,9.875,recoverable,-19.625,-29.5,[2],[8],1,0.1111111111111111,0,0,8,1,1,10,1,1,1,42.562501359498128,recoverable,20.125000443076715,-22.437500916421413,[2],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L1-I08,max_violation,1,7,8,1,111111110,True,9,9,1,1,28.25,recoverable,1.25,-27,[0],[8],9,1,1,8,0,1,1,10,1,1,1,42.312501209322363,recoverable,19.937500848434865,-22.375000360887498,[5],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L1-I09,max_violation,1,7,8,1,111111110,True,9,9,1,1,16,recoverable,-12.125,-28.125,[0],[8],7,0.77777777777777779,0,0,8,1,1,10,1,1,1,42.750000666826963,recoverable,20.562500175088644,-22.187500491738319,[1],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L1-I10,max_violation,1,7,8,1,111111110,True,9,9,1,1,19.375,recoverable,-6.5,-25.875,[0],[8],8,0.88888888888888884,0,0,8,1,1,8,1,1,1,42.187499452847987,recoverable,19.74999954784289,-22.437499905005097,[7],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L1-I11,max_violation,1,7,8,1,111111110,True,9,9,1,1,27.25,recoverable,0,-27.25,[7],[8],9,1,1,8,0,1,1,10,1,1,1,43.500000211177394,recoverable,20.312499885447323,-23.18750032573007,[6],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-B-L2-I00,max_violation,2,6,7,1,111111100,True,9,9,0,0,-4.625,strict_inversion,-18.875,-14.25,[0],[7],3,0.33333333333333331,0,0,7,0,0,10,,1,1,42.812499859835953,recoverable,20.312500411644578,-22.499999448191375,[0],[8],9,1,1,7,0,1,1,10,2,1,gained_recoverability
D3T-B-L2-I01,max_violation,2,6,7,1,111111100,True,9,9,1,1,7.5,recoverable,-12,-19.5,[6],[7],6,0.66666666666666663,0,0,7,1,1,10,2,1,1,41.125000132014975,recoverable,20.06250031827949,-21.062499813735485,[4],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-B-L2-I02,max_violation,2,6,7,1,111111100,True,9,9,0,0,-2.125,strict_inversion,-16.625,-14.5,[6],[7],2,0.22222222222222221,0,0,7,0,0,10,,1,1,40.625000176485628,recoverable,19.875000150408596,-20.750000026077032,[6],[7],9,1,1,7,0,1,1,10,2,1,gained_recoverability
D3T-B-L2-I03,max_violation,2,6,7,1,111111100,True,9,9,1,1,6.625,recoverable,-18.125,-24.75,[6],[7],2,0.22222222222222221,0,0,7,1,1,8,2,1,1,41.374999424442649,recoverable,19.749999823048711,-21.624999601393938,[6],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-B-L2-I04,max_violation,2,6,7,1,111111100,True,9,9,1,1,0.75,recoverable,-8.25,-9,[6],[7],5,0.55555555555555558,0,0,7,1,1,10,2,1,1,42.062500062282197,recoverable,20.374999136547558,-21.687500925734639,[6],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-B-L2-I05,max_violation,2,6,7,1,111111100,True,9,9,1,1,2.25,recoverable,-22,-24.25,[0],[7],2,0.22222222222222221,0,0,7,1,1,10,2,1,1,41.75000134576112,recoverable,20.125000820495188,-21.625000525265932,[0],[8],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-B-L2-I06,max_violation,2,6,7,1,111111100,True,9,9,0,0,-9.875,strict_inversion,-21.875,-12,[0],[7],2,0.22222222222222221,0,0,7,0,0,10,,1,1,40.562501143664122,recoverable,18.500000515952706,-22.062500627711415,[0],[7],9,1,1,7,0,1,1,10,2,1,gained_recoverability
D3T-B-L2-I07,max_violation,2,6,7,1,111111100,True,9,9,1,1,3,recoverable,-19.5,-22.5,"[0, 6]",[7],5,0.55555555555555558,0,0,7,1,1,9,2,1,1,42.500001342734322,recoverable,20.125000443076715,-22.375000899657607,[1],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-B-L2-I08,max_violation,2,6,7,1,111111100,True,9,9,1,1,4.625,recoverable,-13.5,-18.125,[0],[7],2,0.22222222222222221,0,0,7,1,1,9,2,1,1,41.49999983003363,recoverable,19.875000672414899,-21.624999157618731,[6],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-B-L2-I09,max_violation,2,6,7,1,111111100,True,9,9,0,0,-4.5,strict_inversion,-26.5,-22,[0],[7],2,0.22222222222222221,0,0,7,0,0,10,,1,1,41.375000544125214,recoverable,19.249999891268089,-22.125000652857125,[6],[7],9,1,1,7,0,1,1,10,2,1,gained_recoverability
D3T-B-L2-I10,max_violation,2,6,7,1,111111100,True,9,9,0,0,-11,strict_inversion,-20,-9,[0],[7],3,0.33333333333333331,0,0,7,0,0,10,,1,1,40.874999857507646,recoverable,19.374999919906259,-21.499999937601388,[6],[7],9,1,1,7,0,1,1,10,2,1,gained_recoverability
D3T-B-L2-I11,max_violation,2,6,7,1,111111100,True,9,9,1,1,17,recoverable,8.25,-8.75,[2],[7],9,1,1,7,0,1,1,9,2,1,1,41.625000018626451,recoverable,20.062500132247806,-21.562499886378646,[1],[8],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-B-L3-I00,max_violation,3,5,6,1,111111000,True,9,9,1,1,0.25,recoverable,-6.25,-6.5,[5],[7],7,0.77777777777777779,0,0,6,1,1,9,3,1,1,39.06250102352351,recoverable,17.625000509433448,-21.437500514090061,[0],[6],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-B-L3-I01,max_violation,3,5,6,1,111111000,True,9,9,0,0,-3.625,strict_inversion,-24.875,-21.25,[0],[6],3,0.33333333333333331,0,0,6,0,0,10,,1,1,42.499999304302037,recoverable,20.374999609775841,-22.124999694526196,[5],[8],9,1,1,6,0,1,1,10,3,1,gained_recoverability
D3T-B-L3-I02,max_violation,3,5,6,1,111111000,True,9,9,0,0,-1.25,strict_inversion,-6.5,-5.25,[0],[6],5,0.55555555555555558,0,0,6,0,0,9,,1,1,39.812500416301191,recoverable,19.12499959859997,-20.687500817701221,[5],[7],9,1,1,6,0,1,1,10,3,1,gained_recoverability
D3T-B-L3-I03,max_violation,3,5,6,1,111111000,True,9,9,0,0,-1.125,strict_inversion,-26.25,-25.125,[0],[6],3,0.33333333333333331,0,0,6,0,0,9,,1,1,42.312500450294465,recoverable,19.687500318046659,-22.625000132247806,[4],[8],9,1,1,6,0,1,1,10,3,1,gained_recoverability
D3T-B-L3-I04,max_violation,3,5,6,1,111111000,True,9,9,0,0,-6,strict_inversion,-22.375,-16.375,[0],[6],3,0.33333333333333331,0,0,6,0,0,10,,1,1,41.937499293358997,recoverable,20.312499194405973,-21.625000098953024,[1],[6],9,1,1,6,0,1,1,10,3,1,gained_recoverability
D3T-B-L3-I05,max_violation,3,5,6,1,111111000,True,9,9,0,0,-4.5,strict_inversion,-25.125,-20.625,[0],[6],3,0.33333333333333331,0,0,6,0,0,9,,1,1,40.437500266823918,recoverable,19.250000914558768,-21.187499352265149,[1],[8],9,1,1,6,0,1,1,10,3,1,gained_recoverability
D3T-B-L3-I06,max_violation,3,5,6,1,111111000,True,9,9,0,0,-0.625,strict_inversion,-24.25,-23.625,[0],[6],3,0.33333333333333331,0,0,6,0,0,10,,1,1,41.93750026030466,recoverable,19.374999725609086,-22.562500534695573,[5],[7],9,1,1,6,0,1,1,10,3,1,gained_recoverability
D3T-B-L3-I07,max_violation,3,5,6,1,111111000,True,9,9,1,1,5.25,recoverable,-11.75,-17,[5],[6],3,0.33333333333333331,0,0,6,1,1,10,3,1,1,41.000000684987754,recoverable,19.250000934116542,-21.749999750871211,[5],[7],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-B-L3-I08,max_violation,3,5,6,1,111111000,True,9,9,1,1,0.25,recoverable,-22.25,-22.5,[0],[6],3,0.33333333333333331,0,0,6,1,1,10,3,1,1,41.37500145053491,recoverable,20.312500614207238,-21.062500836327672,[3],[7],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-B-L3-I09,max_violation,3,5,6,1,111111000,True,9,9,1,1,1.625,recoverable,-23.25,-24.875,[0],[6],3,0.33333333333333331,0,0,6,1,1,10,3,1,1,42.812499522930011,recoverable,20.374999223742634,-22.437500299187377,[4],[7],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-B-L3-I10,max_violation,3,5,6,1,111111000,True,9,9,0,0,-2.25,strict_inversion,-15.25,-13,[0],[6],4,0.44444444444444442,0,0,6,0,0,10,,1,1,40.499999357154593,recoverable,19.374999904772267,-21.124999452382326,[3],[6],9,1,1,6,0,1,1,10,3,1,gained_recoverability
D3T-B-L3-I11,max_violation,3,5,6,1,111111000,True,9,9,0,0,-6,strict_inversion,-21.25,-15.25,[0],[6],3,0.33333333333333331,0,0,6,0,0,10,,1,1,42.687498546671122,recoverable,20.874999259598553,-21.812499287072569,[5],[7],9,1,1,6,0,1,1,10,3,1,gained_recoverability
D3T-B-L4-I00,max_violation,4,4,5,1,111110000,True,9,9,0,0,-6.375,strict_inversion,-22.625,-16.25,[0],[5],4,0.44444444444444442,0,0,5,0,0,10,,1,1,40.999999750638381,recoverable,18.875000570435077,-22.124999180203304,[4],[5],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-B-L4-I01,max_violation,4,4,5,1,111110000,True,9,9,1,1,1.25,recoverable,-20.625,-21.875,[0],[5],4,0.44444444444444442,0,0,5,1,1,10,4,1,1,42.124998538056388,recoverable,20.374999129911885,-21.749999408144504,[0],[5],9,1,1,5,0,1,1,10,4,0,both_recoverable
D3T-B-L4-I02,max_violation,4,4,5,1,111110000,True,9,9,0,0,-3,strict_inversion,-27.875,-24.875,[0],[5],4,0.44444444444444442,0,0,5,0,0,10,,1,1,42.687499657855369,recoverable,20.249999244348146,-22.437500413507223,[2],[6],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-B-L4-I03,max_violation,4,4,5,1,111110000,True,9,9,0,0,-12.75,strict_inversion,-25.5,-12.75,[0],[5],4,0.44444444444444442,0,0,5,0,0,10,,1,1,41.437500445172191,recoverable,20.31250056438148,-21.12499988079071,[4],[5],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-B-L4-I04,max_violation,4,4,5,1,111110000,True,9,9,0,0,-1.5,strict_inversion,-19.5,-18,[0],[5],4,0.44444444444444442,0,0,5,0,0,10,,1,1,41.125000251689926,recoverable,19.499999525258318,-21.625000726431608,[4],[5],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-B-L4-I05,max_violation,4,4,5,1,111110000,True,9,9,0,0,-14.625,strict_inversion,-27.5,-12.875,[0],[5],4,0.44444444444444442,0,0,5,0,0,10,,1,1,40.56249897996895,recoverable,19.249999232124537,-21.312499747844413,[3],[5],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-B-L4-I06,max_violation,4,4,5,1,111110000,True,9,9,0,0,-3,strict_inversion,-26.375,-23.375,[0],[5],4,0.44444444444444442,0,0,5,0,0,10,,1,1,41.062501541338861,recoverable,19.562500950880349,-21.500000590458512,[2],[6],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-B-L4-I07,max_violation,4,4,5,1,111110000,True,9,9,0,0,-4.875,strict_inversion,-26.25,-21.375,[0],[5],4,0.44444444444444442,0,0,5,0,0,10,,1,1,41.500000872649252,recoverable,19.750000926665962,-21.749999945983291,[0],[5],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-B-L4-I08,max_violation,4,4,5,1,111110000,True,9,9,0,0,-11.875,strict_inversion,-23.625,-11.75,[0],"[5, 6]",4,0.44444444444444442,0,0,5,0,0,9,,1,1,40.937500411644578,recoverable,19.250000112690032,-21.687500298954546,[0],[8],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-B-L4-I09,max_violation,4,4,5,1,111110000,True,9,9,0,0,-4.5,strict_inversion,-25.5,-21,[0],[5],4,0.44444444444444442,0,0,5,0,0,10,,1,1,40.499999390449375,recoverable,19.499999513849616,-20.999999876599759,[0],[6],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-B-L4-I10,max_violation,4,4,5,1,111110000,True,9,9,0,0,-0.875,strict_inversion,-26.75,-25.875,[0],[5],4,0.44444444444444442,0,0,5,0,0,10,,1,1,40.499998723622411,recoverable,18.624999336898327,-21.874999386724085,[2],[5],9,1,1,5,0,1,1,10,4,1,gained_recoverability
