artifact_id,family,latent_level,strictness_index,formal_truth,immediate_margin,immediate_margin_hex,rts_margin,rts_margin_hex
D3T-A-L5-I00,coverage,5,1,1,34.5,0x1.1400000000000p+5,21.99999918602407,0x1.5fffff2580000p+4
D3T-A-L5-I00,coverage,5,2,1,32.125,0x1.0100000000000p+5,22.000000256113708,0x1.60000044c0000p+4
D3T-A-L5-I00,coverage,5,3,1,30.25,0x1.e400000000000p+4,22.250000074971467,0x1.6400001420000p+4
D3T-A-L5-I00,coverage,5,4,1,23.75,0x1.7c00000000000p+4,22.312500202096999,0x1.6500003640000p+4
D3T-A-L5-I00,coverage,5,5,1,8.75,0x1.1800000000000p+3,-20.937500003259629,-0x1.4f000000e0000p+4
D3T-A-L5-I00,coverage,5,6,0,-12.75,-0x1.9800000000000p+3,-21.74999915342778,-0x1.5bffff1cc0000p+4
D3T-A-L5-I00,coverage,5,7,0,-22.75,-0x1.6c00000000000p+4,-21.187499486142769,-0x1.52ffff7610000p+4
D3T-A-L5-I00,coverage,5,8,0,-23.25,-0x1.7400000000000p+4,-22.000000649946742,-0x1.600000ae78000p+4
D3T-A-L5-I01,coverage,5,0,1,-25.625,-0x1.9a00000000000p+4,-20.937500858679414,-0x1.4f0000e680000p+4
D3T-A-L5-I01,coverage,5,1,1,32.875,0x1.0700000000000p+5,22.250000486150384,0x1.6400008280000p+4
D3T-A-L5-I01,coverage,5,2,1,31.375,0x1.f600000000000p+4,20.250000116880983,0x1.4400001f60000p+4
D3T-A-L5-I01,coverage,5,3,1,26.125,0x1.a200000000000p+4,20.625000421889126,0x1.4a00007140000p+4
D3T-A-L5-I01,coverage,5,4,1,14,0x1.c000000000000p+3,20.312500883825123,0x1.450000ed40000p+4
D3T-A-L5-I01,coverage,5,5,1,1.25,0x1.4000000000000p+0,20.874999945517629,0x1.4dfffff160000p+4
D3T-A-L5-I01,coverage,5,6,0,-12.5,-0x1.9000000000000p+3,-21.125000070780516,-0x1.5200001300000p+4
D3T-A-L5-I01,coverage,5,7,0,-9.75,-0x1.3800000000000p+3,-21.750000509666279,-0x1.5c000088d0000p+4
D3T-A-L5-I01,coverage,5,8,0,-18,-0x1.2000000000000p+4,-20.937500037951395,-0x1.4f00000a30000p+4
D3T-A-L5-I02,coverage,5,0,1,-26,-0x1.a000000000000p+4,-20.312500754371285,-0x1.450000ca80000p+4
D3T-A-L5-I02,coverage,5,1,1,33.75,0x1.0e00000000000p+5,20.999999317340553,0x1.4fffff48c0000p+4
D3T-A-L5-I02,coverage,5,2,1,29.875,0x1.de00000000000p+4,21.124999229796231,0x1.51ffff3140000p+4
D3T-A-L5-I02,coverage,5,3,1,27,0x1.b000000000000p+4,21.812500424101017,0x1.5d000071d8000p+4
D3T-A-L5-I02,coverage,5,4,1,22.625,0x1.6a00000000000p+4,20.562499599996954,0x1.48ffff94a0000p+4
D3T-A-L5-I02,coverage,5,5,1,7.25,0x1.d000000000000p+2,21.000000769272447,0x1.500000ce80000p+4
D3T-A-L5-I02,coverage,5,6,0,-13,-0x1.a000000000000p+3,-21.062499687075615,-0x1.50ffffac00000p+4
D3T-A-L5-I02,coverage,5,7,0,-22.375,-0x1.6600000000000p+4,-21.562500686850399,-0x1.590000b860000p+4
D3T-A-L5-I02,coverage,5,8,0,-25,-0x1.9000000000000p+4,-21.187499337363988,-0x1.52ffff4e20000p+4
D3T-A-L5-I03,coverage,5,0,1,-27.375,-0x1.b600000000000p+4,-20.812499647960067,-0x1.4cffffa180000p+4
D3T-A-L5-I03,coverage,5,1,1,34.75,0x1.1600000000000p+5,21.375000826548785,0x1.560000dde0000p+4
D3T-A-L5-I03,coverage,5,2,1,31.75,0x1.fc00000000000p+4,22.125000707688741,0x1.620000bdf8000p+4
D3T-A-L5-I03,coverage,5,3,1,29.25,0x1.d400000000000p+4,21.062500237952918,0x1.5100003fe0000p+4
D3T-A-L5-I03,coverage,5,4,1,24.375,0x1.8600000000000p+4,21.375000573694706,0x1.5600009a00000p+4
D3T-A-L5-I03,coverage,5,5,1,19.75,0x1.3c00000000000p+4,21.437500696862116,0x1.570000bb10000p+4
D3T-A-L5-I03,coverage,5,6,0,-9,-0x1.2000000000000p+3,-21.249999903375283,-0x1.53ffffe610000p+4
D3T-A-L5-I03,coverage,5,7,0,-22.625,-0x1.6a00000000000p+4,-20.50000010849908,-0x1.4800001d20000p+4
D3T-A-L5-I03,coverage,5,8,0,-22.125,-0x1.6200000000000p+4,-22.500000465894118,-0x1.6800007d10000p+4
D3T-A-L5-I04,coverage,5,0,1,-27.125,-0x1.b200000000000p+4,-21.375000183470547,-0x1.5600003140000p+4
D3T-A-L5-I04,coverage,5,1,1,33,0x1.0800000000000p+5,20.562500013038516,0x1.4900000380000p+4
D3T-A-L5-I04,coverage,5,2,1,30.125,0x1.e200000000000p+4,21.00000033993274,0x1.5000005b40000p+4
D3T-A-L5-I04,coverage,5,3,1,27.875,0x1.be00000000000p+4,21.187499649822712,0x1.52ffffa200000p+4
D3T-A-L5-I04,coverage,5,4,1,21.375,0x1.5600000000000p+4,21.375000848434865,0x1.560000e3c0000p+4
D3T-A-L5-I04,coverage,5,5,1,-2,-0x1.0000000000000p+1,20.750000172760338,0x1.4c00002e60000p+4
D3T-A-L5-I04,coverage,5,6,0,-11.5,-0x1.7000000000000p+3,20.374999702442437,0x1.45ffffb020000p+4
D3T-A-L5-I04,coverage,5,7,0,-20.125,-0x1.4200000000000p+4,-20.875000684987754,-0x1.4e0000b7e0000p+4
D3T-A-L5-I04,coverage,5,8,0,-19.875,-0x1.3e00000000000p+4,-22.187500891741365,-0x1.630000ef60000p+4
D3T-A-L5-I05,coverage,5,0,1,-28.25,-0x1.c400000000000p+4,-23.062500641681254,-0x1.710000ac40000p+4
D3T-A-L5-I05,coverage,5,1,1,33,0x1.0800000000000p+5,21.562499357387424,0x1.58ffff5380000p+4
D3T-A-L5-I05,coverage,5,2,1,31.75,0x1.fc00000000000p+4,21.68749974668026,0x1.5affffbc00000p+4
D3T-A-L5-I05,coverage,5,3,1,29.5,0x1.d800000000000p+4,21.250000381143764,0x1.5400006650000p+4
D3T-A-L5-I05,coverage,5,4,1,19.875,0x1.3e00000000000p+4,20.562499157618731,0x1.48ffff1de0000p+4
D3T-A-L5-I05,coverage,5,5,1,-6,-0x1.8000000000000p+2,19.749999241670594,0x1.3bffff3470000p+4
D3T-A-L5-I05,coverage,5,6,0,-19.875,-0x1.3e00000000000p+4,-21.812500595464371,-0x1.5d00009fd8000p+4
D3T-A-L5-I05,coverage,5,7,0,-23.375,-0x1.7600000000000p+4,-20.499999396968633,-0x1.47ffff5e20000p+4
D3T-A-L5-I05,coverage,5,8,0,-24,-0x1.8000000000000p+4,-20.875000576488674,-0x1.4e00009ac0000p+4
D3T-A-L5-I06,coverage,5,0,1,-25.375,-0x1.9600000000000p+4,-20.62500056438148,-0x1.4a00009780000p+4
D3T-A-L5-I06,coverage,5,1,1,32.625,0x1.0500000000000p+5,22.062499191612005,0x1.60ffff2700000p+4
D3T-A-L5-I06,coverage,5,2,1,29.625,0x1.da00000000000p+4,20.937499098479748,0x1.4effff0e00000p+4
D3T-A-L5-I06,coverage,5,3,1,23.625,0x1.7a00000000000p+4,21.062499092426151,0x1.50ffff0c60000p+4
D3T-A-L5-I06,coverage,5,4,1,8.75,0x1.1800000000000p+3,20.749999490799382,0x1.4bffff7750000p+4
D3T-A-L5-I06,coverage,5,5,1,-5.75,-0x1.7000000000000p+2,20.06249977555126,0x1.40ffffc3c0000p+4
D3T-A-L5-I06,coverage,5,6,0,-7.25,-0x1.d000000000000p+2,-20.99999932339415,-0x1.4fffff4a60000p+4
D3T-A-L5-I06,coverage,5,7,0,-11.25,-0x1.6800000000000p+3,-20.562500058673322,-0x1.4900000fc0000p+4
D3T-A-L5-I06,coverage,5,8,0,-19.375,-0x1.3600000000000p+4,-20.562499213032424,-0x1.48ffff2cc0000p+4
D3T-A-L5-I07,coverage,5,0,1,-27.375,-0x1.b600000000000p+4,-20.437500575557351,-0x1.4700009a80000p+4
D3T-A-L5-I07,coverage,5,1,1,31.125,0x1.f200000000000p+4,22.000000737607479,0x1.600000c600000p+4
D3T-A-L5-I07,coverage,5,2,1,27.625,0x1.ba00000000000p+4,22.000000896863639,0x1.600000f0c0000p+4
D3T-A-L5-I07,coverage,5,3,1,23.25,0x1.7400000000000p+4,20.874999090097845,0x1.4dffff0bc0000p+4
D3T-A-L5-I07,coverage,5,4,1,2.5,0x1.4000000000000p+1,20.437499347142875,0x1.46ffff50c0000p+4
D3T-A-L5-I07,coverage,5,5,1,-9,-0x1.2000000000000p+3,20.687500701285899,0x1.4b0000bc40000p+4
D3T-A-L5-I07,coverage,5,6,0,-19.625,-0x1.3a00000000000p+4,-22.250000757630914,-0x1.640000cb60000p+4
D3T-A-L5-I07,coverage,5,7,0,-19.75,-0x1.3c00000000000p+4,-21.625000223575626,-0x1.5a00003c04000p+4
D3T-A-L5-I07,coverage,5,8,0,-23,-0x1.7000000000000p+4,-22.062499602790922,-0x1.60ffff9560000p+4
D3T-A-L5-I08,coverage,5,0,1,-28,-0x1.c000000000000p+4,-22.562499519437551,-0x1.68ffff7f00000p+4
D3T-A-L5-I08,coverage,5,1,1,33.5,0x1.0c00000000000p+5,22.499999282881618,0x1.67ffff3f80000p+4
D3T-A-L5-I08,coverage,5,2,1,31.625,0x1.fa00000000000p+4,20.999999501276761,0x1.4fffff7a20000p+4
D3T-A-L5-I08,coverage,5,3,1,28.875,0x1.ce00000000000p+4,20.937499064952135,0x1.4effff0500000p+4
D3T-A-L5-I08,coverage,5,4,1,19.375,0x1.3600000000000p+4,21.062500532716513,0x1.5100008f00000p+4
D3T-A-L5-I08,coverage,5,5,1,13,0x1.a000000000000p+3,21.000000331550837,0x1.5000005900000p+4
D3T-A-L5-I08,coverage,5,6,0,-5.75,-0x1.7000000000000p+2,-21.125000680796802,-0x1.520000b6c0000p+4
D3T-A-L5-I08,coverage,5,7,0,-17.25,-0x1.1400000000000p+4,-20.875000361353159,-0x1.4e00006100000p+4
D3T-A-L5-I08,coverage,5,8,0,-22.5,-0x1.6800000000000p+4,-21.375000880565494,-0x1.560000ec60000p+4
D3T-A-L5-I09,coverage,5,0,1,-27.625,-0x1.ba00000000000p+4,-21.625000673811883,-0x1.5a0000b4e0000p+4
D3T-A-L5-I09,coverage,5,1,1,34.375,0x1.1300000000000p+5,20.937499210238457,0x1.4effff2c00000p+4
D3T-A-L5-I09,coverage,5,2,1,29.375,0x1.d600000000000p+4,21.499999675201252,0x1.57ffffa8d0000p+4
D3T-A-L5-I09,coverage,5,3,1,20.25,0x1.4400000000000p+4,19.625000023283064,0x1.3a00000640000p+4
D3T-A-L5-I09,coverage,5,4,1,-5.5,-0x1.6000000000000p+2,20.249999541789293,0x1.43ffff8500000p+4
D3T-A-L5-I09,coverage,5,5,1,-23.875,-0x1.7e00000000000p+4,19.687500336673111,0x1.3b00005a60000p+4
D3T-A-L5-I09,coverage,5,6,0,-24.25,-0x1.8400000000000p+4,20.375000205123797,0x1.4600003710000p+4
D3T-A-L5-I09,coverage,5,7,0,-25,-0x1.9000000000000p+4,-20.937499159015715,-0x1.4effff1e40000p+4
D3T-A-L5-I09,coverage,5,8,0,-25.375,-0x1.9600000000000p+4,-20.687499736435711,-0x1.4affffb940000p+4
D3T-A-L5-I10,coverage,5,0,1,-19,-0x1.3000000000000p+4,-21.125000317580998,-0x1.5200005540000p+4
D3T-A-L5-I10,coverage,5,1,1,33,0x1.0800000000000p+5,23.312500029336661,0x1.75000007e0000p+4
D3T-A-L5-I10,coverage,5,2,1,30,0x1.e000000000000p+4,21.43749959487468,0x1.56ffff9340000p+4
D3T-A-L5-I10,coverage,5,3,1,24.25,0x1.8400000000000p+4,20.687499753199518,0x1.4affffbdc0000p+4
D3T-A-L5-I10,coverage,5,4,1,0.25,0x1.0000000000000p-2,20.500000476837158,0x1.4800008000000p+4
D3T-A-L5-I10,coverage,5,5,1,-8.25,-0x1.0800000000000p+3,19.250000283587724,0x1.3400004c20000p+4
D3T-A-L5-I10,coverage,5,6,0,-19.625,-0x1.3a00000000000p+4,20.250000427942723,0x1.44000072e0000p+4
D3T-A-L5-I10,coverage,5,7,0,-21.5,-0x1.5800000000000p+4,-22.062500225845724,-0x1.6100003ca0000p+4
D3T-A-L5-I10,coverage,5,8,0,-23.75,-0x1.7c00000000000p+4,-20.875000728294253,-0x1.4e0000c380000p+4
D3T-A-L5-I11,coverage,5,0,1,-25.75,-0x1.9c00000000000p+4,-20.937500102445483,-0x1.4f00001b80000p+4
D3T-A-L5-I11,coverage,5,1,1,34,0x1.1000000000000p+5,21.812500854022801,0x1.5d0000e540000p+4
D3T-A-L5-I11,coverage,5,2,1,30.75,0x1.ec00000000000p+4,20.750000199535862,0x1.4c00003590000p+4
D3T-A-L5-I11,coverage,5,3,1,24,0x1.8000000000000p+4,20.750000318163075,0x1.4c00005568000p+4
D3T-A-L5-I11,coverage,5,4,1,1.25,0x1.4000000000000p+0,20.749999672640115,0x1.4bffffa820000p+4
D3T-A-L5-I11,coverage,5,5,1,-13.5,-0x1.b000000000000p+3,21.562499988824129,0x1.58fffffd00000p+4
D3T-A-L5-I11,coverage,5,6,0,-15.375,-0x1.ec00000000000p+3,-22.000000753905624,-0x1.600000ca60000p+4
D3T-A-L5-I11,coverage,5,7,0,-17.75,-0x1.1c00000000000p+4,-21.937499836785719,-0x1.5effffd430000p+4
D3T-A-L5-I11,coverage,5,8,0,-21.625,-0x1.5a00000000000p+4,-22.312499451451004,-0x1.64ffff6cc0000p+4
D3T-A-L6-I00,coverage,6,0,1,-26.875,-0x1.ae00000000000p+4,-21.624999249354005,-0x1.59ffff3680000p+4
D3T-A-L6-I00,coverage,6,1,1,33.75,0x1.0e00000000000p+5,21.81249967822805,0x1.5cffffa9a0000p+4
D3T-A-L6-I00,coverage,6,2,1,31.125,0x1.f200000000000p+4,20.437499731779099,0x1.46ffffb800000p+4
D3T-A-L6-I00,coverage,6,3,1,29.625,0x1.da00000000000p+4,21.812499187653884,0x1.5cffff25f0000p+4
D3T-A-L6-I00,coverage,6,4,1,22.375,0x1.6600000000000p+4,20.750000588712282,0x1.4c00009e08000p+4
D3T-A-L6-I00,coverage,6,5,1,11.75,0x1.7800000000000p+3,20.812499484512955,0x1.4cffff75a0000p+4
D3T-A-L6-I00,coverage,6,6,1,7.75,0x1.f000000000000p+2,21.437500496627763,0x1.5700008550000p+4
D3T-A-L6-I00,coverage,6,7,0,-17.125,-0x1.1200000000000p+4,-21.375000291271135,-0x1.5600004e30000p+4
D3T-A-L6-I00,coverage,6,8,0,-23.875,-0x1.7e00000000000p+4,-21.312500513857231,-0x1.55000089f0000p+4
D3T-A-L6-I01,coverage,6,0,1,-26.125,-0x1.a200000000000p+4,-19.187499259598553,-0x1.32ffff3940000p+4
D3T-A-L6-I01,coverage,6,1,1,34,0x1.1000000000000p+5,22.1250004703179,0x1.6200007e40000p+4
D3T-A-L6-I01,coverage,6,2,1,31.75,0x1.fc00000000000p+4,21.499999353953172,0x1.57ffff5294000p+4
D3T-A-L6-I01,coverage,6,3,1,29.25,0x1.d400000000000p+4,21.312500121537596,0x1.55000020a0000p+4
D3T-A-L6-I01,coverage,6,4,1,23.875,0x1.7e00000000000p+4,21.875000941916369,0x1.5e0000fcd8000p+4
D3T-A-L6-I01,coverage,6,5,1,15.75,0x1.f800000000000p+3,21.374999388121068,0x1.55ffff5bc0000p+4
D3T-A-L6-I01,coverage,6,6,1,-9,-0x1.2000000000000p+3,21.312500070082024,0x1.55000012d0000p+4
D3T-A-L6-I01,coverage,6,7,0,-22.625,-0x1.6a00000000000p+4,-21.312499854713678,-0x1.54ffffd900000p+4
D3T-A-L6-I01,coverage,6,8,0,-18.875,-0x1.2e00000000000p+4,-21.874999153194949,-0x1.5dffff1cb0000p+4
D3T-A-L6-I02,coverage,6,0,1,-27.875,-0x1.be00000000000p+4,-20.250000486150384,-0x1.4400008280000p+4
D3T-A-L6-I02,coverage,6,1,1,33.75,0x1.0e00000000000p+5,20.937499379739165,0x1.4effff5980000p+4
D3T-A-L6-I02,coverage,6,2,1,31.25,0x1.f400000000000p+4,21.624999496154487,0x1.59ffff78c0000p+4
D3T-A-L6-I02,coverage,6,3,1,29.75,0x1.dc00000000000p+4,21.312500659376383,0x1.550000b100000p+4
D3T-A-L6-I02,coverage,6,4,1,27,0x1.b000000000000p+4,20.687500599771738,0x1.4b0000a100000p+4
D3T-A-L6-I02,coverage,6,5,1,24.125,0x1.8200000000000p+4,20.250000477186404,0x1.4400008018000p+4
D3T-A-L6-I02,coverage,6,6,1,23.75,0x1.7c00000000000p+4,20.937499878578819,0x1.4effffdf68000p+4
D3T-A-L6-I02,coverage,6,7,0,13.5,0x1.b000000000000p+3,-21.749999891733751,-0x1.5bffffe2f0000p+4
D3T-A-L6-I02,coverage,6,8,0,14.875,0x1.dc00000000000p+3,-22.000000279862434,-0x1.6000004b20000p+4
D3T-A-L6-I03,coverage,6,0,1,-26.375,-0x1.a600000000000p+4,-22.499999339692295,-0x1.67ffff4ec0000p+4
D3T-A-L6-I03,coverage,6,1,1,33.625,0x1.0d00000000000p+5,22.125000451691449,0x1.6200007940000p+4
D3T-A-L6-I03,coverage,6,2,1,31,0x1.f000000000000p+4,21.562500541331246,0x1.5900009150000p+4
D3T-A-L6-I03,coverage,6,3,1,29.5,0x1.d800000000000p+4,21.249999718740582,0x1.53ffffb480000p+4
D3T-A-L6-I03,coverage,6,4,1,25.375,0x1.9600000000000p+4,20.687499605119228,0x1.4affff9600000p+4
D3T-A-L6-I03,coverage,6,5,1,19.75,0x1.3c00000000000p+4,20.999999179504812,0x1.4fffff23c0000p+4
D3T-A-L6-I03,coverage,6,6,1,17.25,0x1.1400000000000p+4,20.187500227242708,0x1.4300003d00000p+4
D3T-A-L6-I03,coverage,6,7,0,14.5,0x1.d000000000000p+3,-21.125000303145498,-0x1.5200005160000p+4
D3T-A-L6-I03,coverage,6,8,0,1.25,0x1.4000000000000p+0,-20.437500654486939,-0x1.470000afb0000p+4
D3T-A-L6-I04,coverage,6,0,1,-25.5,-0x1.9800000000000p+4,-21.562500640749931,-0x1.590000ac00000p+4
D3T-A-L6-I04,coverage,6,1,1,33.25,0x1.0a00000000000p+5,22.562500424101017,0x1.69000071d8000p+4
D3T-A-L6-I04,coverage,6,2,1,30.125,0x1.e200000000000p+4,20.999999595689587,0x1.4fffff9378000p+4
D3T-A-L6-I04,coverage,6,3,1,26.5,0x1.a800000000000p+4,20.625000854954123,0x1.4a0000e580000p+4
D3T-A-L6-I04,coverage,6,4,1,8.75,0x1.1800000000000p+3,21.437499582534656,0x1.56ffff8ff0000p+4
D3T-A-L6-I04,coverage,6,5,1,-9.25,-0x1.2800000000000p+3,20.437499763444066,0x1.46ffffc080000p+4
D3T-A-L6-I04,coverage,6,6,1,-14.5,-0x1.d000000000000p+3,20.624999824678525,0x1.49ffffd0f0000p+4
D3T-A-L6-I04,coverage,6,7,0,-12.5,-0x1.9000000000000p+3,-22.124999772524461,-0x1.61ffffc2f0000p+4
D3T-A-L6-I04,coverage,6,8,0,-6.75,-0x1.b000000000000p+2,-22.000000939471647,-0x1.600000fc30000p+4
D3T-A-L6-I05,coverage,6,0,1,-26.75,-0x1.ac00000000000p+4,-20.124999184161425,-0x1.41ffff2500000p+4
D3T-A-L6-I05,coverage,6,1,1,33.125,0x1.0900000000000p+5,20.937499200925231,0x1.4effff2980000p+4
D3T-A-L6-I05,coverage,6,2,1,31.125,0x1.f200000000000p+4,20.999999973457307,0x1.4ffffff8e0000p+4
D3T-A-L6-I05,coverage,6,3,1,25.25,0x1.9400000000000p+4,21.437500516884029,0x1.5700008ac0000p+4
D3T-A-L6-I05,coverage,6,4,1,17.5,0x1.1800000000000p+4,21.250000852392986,0x1.540000e4d0000p+4
D3T-A-L6-I05,coverage,6,5,1,3.25,0x1.a000000000000p+1,20.250000580679625,0x1.4400009be0000p+4
D3T-A-L6-I05,coverage,6,6,1,-4.75,-0x1.3000000000000p+2,19.749999364139512,0x1.3bffff5550000p+4
D3T-A-L6-I05,coverage,6,7,0,-11,-0x1.6000000000000p+3,-19.87500007962808,-0x1.3e00001560000p+4
D3T-A-L6-I05,coverage,6,8,0,-19,-0x1.3000000000000p+4,-21.875000134110451,-0x1.5e00002400000p+4
D3T-A-L6-I06,coverage,6,0,1,-27,-0x1.b000000000000p+4,-18.437499232590199,-0x1.26ffff3200000p+4
D3T-A-L6-I06,coverage,6,1,1,33.625,0x1.0d00000000000p+5,22.124999848660082,0x1.61ffffd760000p+4
D3T-A-L6-I06,coverage,6,2,1,31.125,0x1.f200000000000p+4,21.812500054482371,0x1.5d00000ea0000p+4
D3T-A-L6-I06,coverage,6,3,1,27.875,0x1.be00000000000p+4,21.624999363906682,0x1.59ffff5540000p+4
D3T-A-L6-I06,coverage,6,4,1,10.5,0x1.5000000000000p+3,19.812499195802957,0x1.3cffff2820000p+4
D3T-A-L6-I06,coverage,6,5,1,10.25,0x1.4800000000000p+3,20.187499577645212,0x1.42ffff8ea0000p+4
D3T-A-L6-I06,coverage,6,6,1,-6.5,-0x1.a000000000000p+2,18.37500005797483,0x1.2600000f90000p+4
D3T-A-L6-I06,coverage,6,7,0,-6.5,-0x1.a000000000000p+2,-21.499999077990651,-0x1.57ffff0880000p+4
D3T-A-L6-I06,coverage,6,8,0,-12,-0x1.8000000000000p+3,-21.499999627354555,-0x1.57ffff9bf8000p+4
D3T-A-L6-I07,coverage,6,0,1,-25.875,-0x1.9e00000000000p+4,-21.562499502208084,-0x1.58ffff7a60000p+4
D3T-A-L6-I07,coverage,6,1,1,33.875,0x1.0f00000000000p+5,21.937499599996954,0x1.5effff94a0000p+4
D3T-A-L6-I07,coverage,6,2,1,31.75,0x1.fc00000000000p+4,21.437500153202564,0x1.5700002920000p+4
D3T-A-L6-I07,coverage,6,3,1,29.875,0x1.de00000000000p+4,20.687499213032424,0x1.4affff2cc0000p+4
D3T-A-L6-I07,coverage,6,4,1,26,0x1.a000000000000p+4,20.31250070175156,0x1.450000bc60000p+4
D3T-A-L6-I07,coverage,6,5,1,22.25,0x1.6400000000000p+4,18.874999087769538,0x1.2dffff0b20000p+4
D3T-A-L6-I07,coverage,6,6,1,19.625,0x1.3a00000000000p+4,19.125000896397978,0x1.320000f0a0000p+4
D3T-A-L6-I07,coverage,6,7,0,5,0x1.4000000000000p+2,-20.812500399071723,-0x1.4d00006b20000p+4
D3T-A-L6-I07,coverage,6,8,0,-5.5,-0x1.6000000000000p+2,-21.312500379513949,-0x1.55000065e0000p+4
D3T-A-L6-I08,coverage,6,0,1,-26,-0x1.a000000000000p+4,-18.937499672174454,-0x1.2effffa800000p+4
D3T-A-L6-I08,coverage,6,1,1,34.625,0x1.1500000000000p+5,23.000000178813934,0x1.7000003000000p+4
D3T-A-L6-I08,coverage,6,2,1,31,0x1.f000000000000p+4,21.499999723047949,0x1.57ffffb5a8000p+4
D3T-A-L6-I08,coverage,6,3,1,27,0x1.b000000000000p+4,20.249999119900167,0x1.43ffff13c0000p+4
D3T-A-L6-I08,coverage,6,4,1,-2.75,-0x1.6000000000000p+1,21.249999719671905,0x1.53ffffb4c0000p+4
D3T-A-L6-I08,coverage,6,5,1,-23.25,-0x1.7400000000000p+4,19.62499960209243,0x1.39ffff9530000p+4
D3T-A-L6-I08,coverage,6,6,1,-24.5,-0x1.8800000000000p+4,21.250000440049917,0x1.5400007620000p+4
D3T-A-L6-I08,coverage,6,7,0,-26,-0x1.a000000000000p+4,-21.187499064486474,-0x1.52ffff04e0000p+4
D3T-A-L6-I08,coverage,6,8,0,-26,-0x1.a000000000000p+4,-21.125000659376383,-0x1.520000b100000p+4
D3T-A-L6-I09,coverage,6,0,1,-23.875,-0x1.7e00000000000p+4,12.374999905237928,0x1.8bffffcd20000p+3
D3T-A-L6-I09,coverage,6,1,1,33,0x1.0800000000000p+5,21.937500318977982,0x1.5f000055a0000p+4
D3T-A-L6-I09,coverage,6,2,1,31.375,0x1.f600000000000p+4,21.062499698251486,0x1.50ffffaf00000p+4
D3T-A-L6-I09,coverage,6,3,1,27.75,0x1.bc00000000000p+4,21.625000008614734,0x1.5a00000250000p+4
D3T-A-L6-I09,coverage,6,4,1,17.25,0x1.1400000000000p+4,19.624999885447323,0x1.39ffffe140000p+4
D3T-A-L6-I09,coverage,6,5,1,1.25,0x1.4000000000000p+0,19.437499534338713,0x1.36ffff8300000p+4
D3T-A-L6-I09,coverage,6,6,1,0.25,0x1.0000000000000p-2,19.37499963119626,0x1.35ffff9d00000p+4
D3T-A-L6-I09,coverage,6,7,0,4.25,0x1.1000000000000p+2,-21.375000832602382,-0x1.560000df80000p+4
D3T-A-L6-I09,coverage,6,8,0,-11,-0x1.6000000000000p+3,-20.624999769963324,-0x1.49ffffc240000p+4
D3T-A-L6-I10,coverage,6,0,1,-26.5,-0x1.a800000000000p+4,-20.562500850297511,-0x1.490000e440000p+4
D3T-A-L6-I10,coverage,6,1,1,32.625,0x1.0500000000000p+5,20.687499783933163,0x1.4affffc600000p+4
D3T-A-L6-I10,coverage,6,2,1,31.375,0x1.f600000000000p+4,21.187500205123797,0x1.5300003710000p+4
D3T-A-L6-I10,coverage,6,3,1,30.75,0x1.ec00000000000p+4,19.62499949708581,0x1.39ffff7900000p+4
D3T-A-L6-I10,coverage,6,4,1,29.25,0x1.d400000000000p+4,21.499999720137566,0x1.57ffffb4e0000p+4
D3T-A-L6-I10,coverage,6,5,1,26.25,0x1.a400000000000p+4,20.750000409781933,0x1.4c00006e00000p+4
D3T-A-L6-I10,coverage,6,6,1,22,0x1.6000000000000p+4,20.00000048824586,0x1.4000008310000p+4
D3T-A-L6-I10,coverage,6,7,0,22.625,0x1.6a00000000000p+4,-20.749999305699021,-0x1.4bffff45a0000p+4
D3T-A-L6-I10,coverage,6,8,0,18,0x1.2000000000000p+4,-21.375000469386578,-0x1.5600007e00000p+4
D3T-A-L6-I11,coverage,6,0,1,-22.875,-0x1.6e00000000000p+4,-17.937500864267349,-0x1.1f0000e800000p+4
D3T-A-L6-I11,coverage,6,1,1,32.625,0x1.0500000000000p+5,21.125000420492142,0x1.52000070e0000p+4
D3T-A-L6-I11,coverage,6,2,1,28.625,0x1.ca00000000000p+4,20.437499823048711,0x1.46ffffd080000p+4
D3T-A-L6-I11,coverage,6,3,1,23.75,0x1.7c00000000000p+4,21.062499206978828,0x1.50ffff2b20000p+4
D3T-A-L6-I11,coverage,6,4,1,15.5,0x1.f000000000000p+3,19.937500199768692,0x1.3f000035a0000p+4
D3T-A-L6-I11,coverage,6,5,1,-2.25,-0x1.2000000000000p+1,20.562499332940206,0x1.48ffff4cf0000p+4
D3T-A-L6-I11,coverage,6,6,1,-11.75,-0x1.7800000000000p+3,20.562499961350113,0x1.48fffff5a0000p+4
D3T-A-L6-I11,coverage,6,7,0,-7.75,-0x1.f000000000000p+2,-22.687499723862857,-0x1.6affffb5e0000p+4
D3T-A-L6-I11,coverage,6,8,0,-6.25,-0x1.9000000000000p+2,-21.12500034738332,-0x1.5200005d40000p+4
D3T-A-L7-I00,coverage,7,0,1,-26,-0x1.a000000000000p+4,-20.374999184161425,-0x1.45ffff2500000p+4
D3T-A-L7-I00,coverage,7,1,1,33.25,0x1.0a00000000000p+5,21.37499905237928,0x1.55ffff01a0000p+4
D3T-A-L7-I00,coverage,7,2,1,31.25,0x1.f400000000000p+4,20.187500558793545,0x1.4300009600000p+4
D3T-A-L7-I00,coverage,7,3,1,30.125,0x1.e200000000000p+4,21.375000445637852,0x1.56000077a0000p+4
D3T-A-L7-I00,coverage,7,4,1,27.25,0x1.b400000000000p+4,20.562500761821866,0x1.490000cc80000p+4
