condition,protocol,task_id,z,k,truth,status,margin,score_met,score_not_met,score_path,trace_path
explicit_bare,rts,HumanEval/141,7,4,1,ok,19.44921875,-33.125,-52.57421875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_141__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_141__k4.json
explicit_bare,rts,HumanEval/141,7,5,1,ok,19.25390625,-33.25,-52.50390625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_141__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_141__k5.json
explicit_bare,rts,HumanEval/141,7,6,1,ok,19.68359375,-33.375,-53.05859375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_141__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_141__k6.json
explicit_bare,rts,HumanEval/141,7,7,1,ok,19.875,-33.25,-53.125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_141__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_141__k7.json
explicit_bare,rts,HumanEval/141,7,8,0,ok,19.8359375,-32.625,-52.4609375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_141__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_141__k8.json
explicit_bare,rts,HumanEval/142,0,0,1,ok,26.171875,-32.375,-58.546875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_142__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_142__k0.json
explicit_bare,rts,HumanEval/142,0,1,0,ok,-17.84375,-48.21875,-30.375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_142__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_142__k1.json
explicit_bare,rts,HumanEval/142,0,2,0,ok,-23.8671875,-54.4921875,-30.625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_142__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_142__k2.json
explicit_bare,rts,HumanEval/142,0,3,0,ok,-21.4375,-52.8125,-31.375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_142__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_142__k3.json
explicit_bare,rts,HumanEval/142,0,4,0,ok,-19.703125,-51.703125,-32.0,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_142__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_142__k4.json
explicit_bare,rts,HumanEval/142,0,5,0,ok,-21.0078125,-52.5078125,-31.5,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_142__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_142__k5.json
explicit_bare,rts,HumanEval/142,0,6,0,ok,-22.46875,-52.71875,-30.25,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_142__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_142__k6.json
explicit_bare,rts,HumanEval/142,0,7,0,ok,-21.4765625,-51.4765625,-30.0,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_142__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_142__k7.json
explicit_bare,rts,HumanEval/142,0,8,0,ok,-24.80078125,-56.30078125,-31.5,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_142__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_142__k8.json
explicit_bare,rts,HumanEval/143,0,0,1,ok,19.14453125,-32.125,-51.26953125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_143__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_143__k0.json
explicit_bare,rts,HumanEval/143,0,1,0,ok,20.56640625,-33.125,-53.69140625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_143__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_143__k1.json
explicit_bare,rts,HumanEval/143,0,2,0,ok,18.0859375,-31.75,-49.8359375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_143__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_143__k2.json
explicit_bare,rts,HumanEval/143,0,3,0,ok,23.296875,-32.625,-55.921875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_143__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_143__k3.json
explicit_bare,rts,HumanEval/143,0,4,0,ok,-13.875,-43.5,-29.625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_143__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_143__k4.json
explicit_bare,rts,HumanEval/143,0,5,0,ok,-17.0,-48.5,-31.5,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_143__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_143__k5.json
explicit_bare,rts,HumanEval/143,0,6,0,ok,-16.65625,-48.15625,-31.5,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_143__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_143__k6.json
explicit_bare,rts,HumanEval/143,0,7,0,ok,-17.3125,-47.4375,-30.125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_143__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_143__k7.json
explicit_bare,rts,HumanEval/143,0,8,0,ok,-17.25,-48.625,-31.375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_143__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_143__k8.json
explicit_bare,rts,HumanEval/146,8,0,1,ok,20.671875,-31.875,-52.546875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_146__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_146__k0.json
explicit_bare,rts,HumanEval/146,8,1,1,ok,24.921875,-33.25,-58.171875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_146__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_146__k1.json
explicit_bare,rts,HumanEval/146,8,2,1,ok,24.53125,-33.125,-57.65625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_146__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_146__k2.json
explicit_bare,rts,HumanEval/146,8,3,1,ok,24.296875,-33.25,-57.546875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_146__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_146__k3.json
explicit_bare,rts,HumanEval/146,8,4,1,ok,23.71875,-33.25,-56.96875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_146__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_146__k4.json
explicit_bare,rts,HumanEval/146,8,5,1,ok,26.9375,-33.125,-60.0625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_146__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_146__k5.json
explicit_bare,rts,HumanEval/146,8,6,1,ok,24.265625,-33.125,-57.390625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_146__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_146__k6.json
explicit_bare,rts,HumanEval/146,8,7,1,ok,25.65625,-32.875,-58.53125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_146__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_146__k7.json
explicit_bare,rts,HumanEval/146,8,8,1,ok,24.359375,-32.75,-57.109375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_146__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_146__k8.json
explicit_bare,rts,HumanEval/147,0,0,1,ok,-8.625,-39.62502670288086,-31.00002670288086,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_147__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_147__k0.json
explicit_bare,rts,HumanEval/147,0,1,0,ok,-15.15625,-47.53125,-32.375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_147__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_147__k1.json
explicit_bare,rts,HumanEval/147,0,2,0,ok,-15.28125,-47.15625,-31.875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_147__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_147__k2.json
explicit_bare,rts,HumanEval/147,0,3,0,ok,-17.09375,-49.84375,-32.75,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_147__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_147__k3.json
explicit_bare,rts,HumanEval/147,0,4,0,ok,-16.09375,-47.84375,-31.75,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_147__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_147__k4.json
explicit_bare,rts,HumanEval/147,0,5,0,ok,-18.171875,-50.671875,-32.5,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_147__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_147__k5.json
explicit_bare,rts,HumanEval/147,0,6,0,ok,-17.578125,-50.078125,-32.5,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_147__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_147__k6.json
explicit_bare,rts,HumanEval/147,0,7,0,ok,-17.921875,-50.671875,-32.75,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_147__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_147__k7.json
explicit_bare,rts,HumanEval/147,0,8,0,ok,-20.8515625,-54.2265625,-33.375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_147__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_147__k8.json
explicit_bare,rts,HumanEval/148,8,0,1,ok,25.15625,-34.0,-59.15625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_148__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_148__k0.json
explicit_bare,rts,HumanEval/148,8,1,1,ok,27.0625,-33.875,-60.9375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_148__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_148__k1.json
explicit_bare,rts,HumanEval/148,8,2,1,ok,25.625,-34.25,-59.875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_148__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_148__k2.json
explicit_bare,rts,HumanEval/148,8,3,1,ok,26.90625,-34.5,-61.40625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_148__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_148__k3.json
explicit_bare,rts,HumanEval/148,8,4,1,ok,27.046875,-34.375,-61.421875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_148__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_148__k4.json
explicit_bare,rts,HumanEval/148,8,5,1,ok,-13.3125,-44.9375,-31.625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_148__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_148__k5.json
explicit_bare,rts,HumanEval/148,8,6,1,ok,27.75,-34.25,-62.0,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_148__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_148__k6.json
explicit_bare,rts,HumanEval/148,8,7,1,ok,23.75,-34.375,-58.125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_148__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_148__k7.json
explicit_bare,rts,HumanEval/148,8,8,1,ok,21.951416015625,-33.75,-55.701416015625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_148__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_148__k8.json
explicit_bare,rts,HumanEval/149,0,0,1,token_cap,,,,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_149__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_149__k0.json
explicit_bare,rts,HumanEval/149,0,1,0,token_cap,,,,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_149__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_149__k1.json
explicit_bare,rts,HumanEval/149,0,2,0,ok,23.109375,-33.5,-56.609375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_149__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_149__k2.json
explicit_bare,rts,HumanEval/149,0,3,0,ok,22.234375,-33.625,-55.859375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_149__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_149__k3.json
explicit_bare,rts,HumanEval/149,0,4,0,ok,22.0625,-33.875,-55.9375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_149__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_149__k4.json
explicit_bare,rts,HumanEval/149,0,5,0,token_cap,,,,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_149__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_149__k5.json
explicit_bare,rts,HumanEval/149,0,6,0,ok,-18.28125,-48.40625,-30.125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_149__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_149__k6.json
explicit_bare,rts,HumanEval/149,0,7,0,ok,-17.1875,-47.9375,-30.75,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_149__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_149__k7.json
explicit_bare,rts,HumanEval/149,0,8,0,token_cap,,,,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_149__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_149__k8.json
explicit_bare,rts,HumanEval/151,0,0,1,ok,19.546875,-33.5,-53.046875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_151__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_151__k0.json
explicit_bare,rts,HumanEval/151,0,1,0,ok,-11.062501907348633,-39.812503814697266,-28.750001907348633,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_151__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_151__k1.json
explicit_bare,rts,HumanEval/151,0,2,0,ok,23.890625,-33.25,-57.140625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_151__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_151__k2.json
explicit_bare,rts,HumanEval/151,0,3,0,ok,23.46875,-33.625,-57.09375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_151__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_151__k3.json
explicit_bare,rts,HumanEval/151,0,4,0,ok,20.015625,-32.75,-52.765625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_151__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_151__k4.json
explicit_bare,rts,HumanEval/151,0,5,0,ok,22.328125,-33.25,-55.578125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_151__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_151__k5.json
explicit_bare,rts,HumanEval/151,0,6,0,ok,18.71875,-33.375,-52.09375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_151__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_151__k6.json
explicit_bare,rts,HumanEval/151,0,7,0,ok,25.328125,-33.5,-58.828125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_151__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_151__k7.json
explicit_bare,rts,HumanEval/151,0,8,0,ok,-19.5,-51.5,-32.0,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_151__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_151__k8.json
explicit_bare,rts,HumanEval/152,8,0,1,ok,23.203125,-33.375,-56.578125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_152__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_152__k0.json
explicit_bare,rts,HumanEval/152,8,1,1,ok,23.578125,-33.0,-56.578125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_152__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_152__k1.json
explicit_bare,rts,HumanEval/152,8,2,1,ok,25.109375,-33.75,-58.859375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_152__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_152__k2.json
explicit_bare,rts,HumanEval/152,8,3,1,ok,24.921875,-33.625,-58.546875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_152__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_152__k3.json
explicit_bare,rts,HumanEval/152,8,4,1,ok,22.9140625,-32.75,-55.6640625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_152__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_152__k4.json
explicit_bare,rts,HumanEval/152,8,5,1,ok,26.234375,-33.75,-59.984375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_152__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_152__k5.json
explicit_bare,rts,HumanEval/152,8,6,1,ok,26.40625,-33.375,-59.78125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_152__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_152__k6.json
explicit_bare,rts,HumanEval/152,8,7,1,ok,26.359375,-33.125,-59.484375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_152__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_152__k7.json
explicit_bare,rts,HumanEval/152,8,8,1,ok,27.75,-33.5,-61.25,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_152__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_152__k8.json
explicit_bare,rts,HumanEval/153,4,0,1,ok,19.10546875,-32.375,-51.48046875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_153__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_153__k0.json
explicit_bare,rts,HumanEval/153,4,1,1,ok,25.09375,-33.25,-58.34375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_153__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_153__k1.json
explicit_bare,rts,HumanEval/153,4,2,1,ok,24.84375,-33.5,-58.34375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_153__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_153__k2.json
explicit_bare,rts,HumanEval/153,4,3,1,ok,22.4140625,-33.5,-55.9140625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_153__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_153__k3.json
explicit_bare,rts,HumanEval/153,4,4,1,ok,22.4453125,-33.125,-55.5703125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_153__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_153__k4.json
explicit_bare,rts,HumanEval/153,4,5,0,ok,24.234375,-33.375,-57.609375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_153__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_153__k5.json
explicit_bare,rts,HumanEval/153,4,6,0,ok,24.1875,-33.375,-57.5625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_153__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_153__k6.json
explicit_bare,rts,HumanEval/153,4,7,0,ok,25.609375,-33.0,-58.609375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_153__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_153__k7.json
explicit_bare,rts,HumanEval/153,4,8,0,ok,19.390625,-33.0,-52.390625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_153__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_153__k8.json
explicit_bare,rts,HumanEval/158,8,0,1,ok,20.453125,-32.75,-53.203125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_158__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_158__k0.json
explicit_bare,rts,HumanEval/158,8,1,1,ok,23.375,-33.0,-56.375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_158__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_158__k1.json
explicit_bare,rts,HumanEval/158,8,2,1,ok,23.109375,-32.375,-55.484375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_158__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_158__k2.json
explicit_bare,rts,HumanEval/158,8,3,1,ok,23.78125,-33.625,-57.40625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_158__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_158__k3.json
explicit_bare,rts,HumanEval/158,8,4,1,ok,24.34375,-32.5,-56.84375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_158__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_158__k4.json
explicit_bare,rts,HumanEval/158,8,5,1,ok,24.328125,-33.0,-57.328125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_158__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_158__k5.json
explicit_bare,rts,HumanEval/158,8,6,1,ok,25.25,-33.875,-59.125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_158__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_158__k6.json
explicit_bare,rts,HumanEval/158,8,7,1,ok,25.34375,-33.125,-58.46875,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_158__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_158__k7.json
explicit_bare,rts,HumanEval/158,8,8,1,ok,21.81640625,-33.0,-54.81640625,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_158__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_158__k8.json
explicit_bare,rts,HumanEval/163,2,0,1,ok,19.703125,-31.75,-51.453125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_163__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_163__k0.json
explicit_bare,rts,HumanEval/163,2,1,1,ok,-11.9375,-42.0625,-30.125,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_163__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_163__k1.json
explicit_bare,rts,HumanEval/163,2,2,1,ok,22.08984375,-33.0,-55.08984375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_163__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_163__k2.json
explicit_bare,rts,HumanEval/163,2,3,0,ok,-15.1875,-45.4375,-30.25,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_163__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_163__k3.json
explicit_bare,rts,HumanEval/163,2,4,0,ok,-20.609375,-50.984375,-30.375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_163__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_163__k4.json
explicit_bare,rts,HumanEval/163,2,5,0,ok,-6.0,-34.500911712646484,-28.500911712646484,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_163__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_163__k5.json
explicit_bare,rts,HumanEval/163,2,6,0,ok,-6.0625,-35.438209533691406,-29.375709533691406,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_163__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_163__k6.json
explicit_bare,rts,HumanEval/163,2,7,0,ok,19.359375,-32.375,-51.734375,inputs/artifacts/code_protocol_followup_v2/data/scored/A/main/explicit/HumanEval_163__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/A/main/explicit/HumanEval_163__k7.json
